id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description
sci-frontiers-sociology	https://www.frontiersin.org/journals/sociology/rss	rss	20	Frontiers in Sociology | New and Recent Articles	フロンティアーズ 社会学	academic	literature	en	frontiers,open-access,sociology	21600	Latest open-access articles from Frontiers in Sociology | New and Recent Articles.
sci-frontiers-space-technologies	https://www.frontiersin.org/journals/space-technologies/rss	rss	20	Frontiers in Space Technologies | New and Recent Articles	フロンティアーズ 宇宙技術	academic	spaceflight	en	frontiers,open-access,space-technologies	21600	Latest open-access articles from Frontiers in Space Technologies | New and Recent Articles.
sci-frontiers-surgery	https://www.frontiersin.org/journals/surgery/rss	rss	20	Frontiers in Surgery | New and Recent Articles	フロンティアーズ 外科学	academic	clinical	en	frontiers,open-access,surgery	21600	Latest open-access articles from Frontiers in Surgery | New and Recent Articles.
sci-frontiers-sustainable-food-systems	https://www.frontiersin.org/journals/sustainable-food-systems/rss	rss	20	Frontiers in Sustainable Food Systems | New and Recent Articles	フロンティアーズ 持続可能な食料システム	academic	literature	en	frontiers,open-access,sustainable-food-systems	21600	Latest open-access articles from Frontiers in Sustainable Food Systems | New and Recent Articles.
sci-frontiers-systems-biology	https://www.frontiersin.org/journals/systems-biology/rss	rss	20	Frontiers in Systems Biology | New and Recent Articles	フロンティアーズ システム生物学	academic	genomics	en	frontiers,open-access,systems-biology	21600	Latest open-access articles from Frontiers in Systems Biology | New and Recent Articles.
sci-frontiers-toxicology	https://www.frontiersin.org/journals/toxicology/rss	rss	20	Frontiers in Toxicology | New and Recent Articles	フロンティアーズ 毒性学	academic	clinical	en	frontiers,open-access,toxicology	21600	Latest open-access articles from Frontiers in Toxicology | New and Recent Articles.
sci-frontiers-veterinary-science	https://www.frontiersin.org/journals/veterinary-science/rss	rss	20	Frontiers in Veterinary Science | New and Recent Articles	フロンティアーズ 獣医学	academic	literature	en	frontiers,open-access,veterinary-science	21600	Latest open-access articles from Frontiers in Veterinary Science | New and Recent Articles.
sci-frontiers-virology	https://www.frontiersin.org/journals/virology/rss	rss	20	Frontiers in Virology | New and Recent Articles	フロンティアーズ ウイルス学	academic	genomics	en	frontiers,open-access,virology	21600	Latest open-access articles from Frontiers in Virology | New and Recent Articles.
sci-frontiers-water	https://www.frontiersin.org/journals/water/rss	rss	20	Frontiers in Water | New and Recent Articles	フロンティアーズ 水科学	academic	literature	en	frontiers,open-access,water	21600	Latest open-access articles from Frontiers in Water | New and Recent Articles.
sci-hokudai-news	https://www.hokudai.ac.jp/atom.xml	atom	15	Hokkaido University news	北海道大学 ニュース	academic	policy	ja	japan,university,research	21600	Hokkaido University research announcements.
sci-jaxa-press-jp	https://www.jaxa.jp/rss/press_j.rdf	rss	20	JAXA press releases (Japanese)	JAXA プレスリリース（日本語）	space	spaceflight	ja	jaxa,japan,spaceflight	3600	JAXA official press releases in Japanese covering launches, satellites and missions.
sci-jst-bosyu	https://www.jst.go.jp/rss/bosyu.xml	atom	9	JST funding calls	JST 公募情報	academic	funding	ja	jst,japan,funding,call	21600	JST open calls for research proposals — an early indicator of national research priorities.
sci-jst-event	https://www.jst.go.jp/rss/event.xml	atom	4	JST events	JST イベント情報	academic	funding	ja	jst,japan,events	86400	JST symposia and workshop announcements.
sci-jst-press	https://www.jst.go.jp/rss/press.xml	atom	9	JST press releases	科学技術振興機構（JST）プレスリリース	academic	funding	ja	jst,japan,funding,research	7200	Japan Science and Technology Agency research results and programme announcements.
sci-jst-topics	https://www.jst.go.jp/rss/topics.xml	atom	9	JST topics	JST トピックス	academic	funding	ja	jst,japan	21600	JST topical announcements.
sci-kek-news	https://www.kek.jp/ja/feed	rss	10	KEK High Energy Accelerator Research Organization	高エネルギー加速器研究機構（KEK）ニュース	science	physics	ja	kek,japan,particle-physics,belle	21600	KEK announcements covering SuperKEKB, Belle II, J-PARC and photon factory research.
sci-kyoto-u-news	https://www.kyoto-u.ac.jp/ja/rss.xml	rss	50	Kyoto University news	京都大学 ニュース	academic	policy	ja	japan,university,research	21600	Kyoto University research and institutional news.
sci-worms-records	https://www.marinespecies.org/rest/AphiaRecordsByName/Gadus?like=true&marine_only=true	json-array	50	WoRMS marine species register	WoRMS 世界海洋生物種登録	science	repository	en	taxonomy,marine,worms	86400	Authoritative marine species nomenclature from the World Register of Marine Species.
sci-mpc-cometels	https://www.minorplanetcenter.net/Extended_Files/cometels.json	json-array	865	MPC comet orbital elements	MPC 彗星軌道要素	space	astronomy	en	comet,mpc,orbit	86400	Orbital elements for all catalogued comets.
sci-mpc-neocp	https://www.minorplanetcenter.net/Extended_Files/neocp.json	json-array	67	MPC Near-Earth Object Confirmation Page	MPC 地球近傍天体確認ページ	space	astronomy	en	neo,asteroid,mpc	3600	Unconfirmed near-Earth object candidates awaiting follow-up astrometry.
sci-naoj-news	https://www.nao.ac.jp/atom.xml	atom	20	NAOJ National Astronomical Observatory of Japan	国立天文台 ニュース	space	astronomy	ja	naoj,japan,astronomy,subaru	7200	National Astronomical Observatory of Japan results from Subaru, ALMA and Hyper Suprime-Cam.
sci-nasa-blogs-index	https://www.nasa.gov/blogs/feed/	rss	10	NASA blogs (all)	NASA ブログ（全体）	space	spaceflight	en	nasa,blogs,operations	3600	Aggregated NASA mission blogs including live launch and ISS operations commentary.
sci-nature-am	https://www.nature.com/am.rss	rss	8	NPG Asia Materials	NPGアジア・マテリアルズ	academic	materials	en	nature,journal,am	21600	New research from NPG Asia Materials (Springer Nature RSS).
sci-nature-bdj	https://www.nature.com/bdj.rss	rss	8	British Dental Journal	英国歯科ジャーナル	academic	clinical	en	nature,journal,bdj	21600	New research from British Dental Journal (Springer Nature RSS).
sci-nature-bjc	https://www.nature.com/bjc.rss	rss	8	British Journal of Cancer	英国がん学会誌	academic	clinical	en	nature,journal,bjc	21600	New research from British Journal of Cancer (Springer Nature RSS).
sci-nature-bmt	https://www.nature.com/bmt.rss	rss	8	Bone Marrow Transplantation	骨髄移植	academic	clinical	en	nature,journal,bmt	21600	New research from Bone Marrow Transplantation (Springer Nature RSS).
sci-nature-cdd	https://www.nature.com/cdd.rss	rss	8	Cell Death &amp; Differentiation	細胞死と分化	academic	genomics	en	nature,journal,cdd	21600	New research from Cell Death &amp; Differentiation (Springer Nature RSS).
sci-nature-cddis	https://www.nature.com/cddis.rss	rss	8	Cell Death &amp; Disease	細胞死と疾患	academic	genomics	en	nature,journal,cddis	21600	New research from Cell Death &amp; Disease (Springer Nature RSS).
sci-nature-cgt	https://www.nature.com/cgt.rss	rss	8	Cancer Gene Therapy	がん遺伝子治療	academic	genomics	en	nature,journal,cgt	21600	New research from Cancer Gene Therapy (Springer Nature RSS).
sci-nature-cmi	https://www.nature.com/cmi.rss	rss	8	Cellular &amp; Molecular Immunology	細胞・分子免疫学	academic	genomics	en	nature,journal,cmi	21600	New research from Cellular &amp; Molecular Immunology (Springer Nature RSS).
sci-nature-commsbio	https://www.nature.com/commsbio.rss	rss	8	Communications Biology	コミュニケーションズ生物学	academic	literature	en	nature,journal,commsbio	21600	New research from Communications Biology (Springer Nature RSS).
sci-nature-commschem	https://www.nature.com/commschem.rss	rss	8	Communications Chemistry	コミュニケーションズ化学	academic	literature	en	nature,journal,commschem	21600	New research from Communications Chemistry (Springer Nature RSS).
sci-nature-commseng	https://www.nature.com/commseng.rss	rss	8	Communications Engineering	コミュニケーションズ工学	academic	literature	en	nature,journal,commseng	21600	New research from Communications Engineering (Springer Nature RSS).
sci-nature-commsenv	https://www.nature.com/commsenv.rss	rss	8	Communications Earth &amp; Environment	コミュニケーションズ地球環境	academic	literature	en	nature,journal,commsenv	21600	New research from Communications Earth &amp; Environment (Springer Nature RSS).
sci-nature-commsmat	https://www.nature.com/commsmat.rss	rss	8	Communications Materials	コミュニケーションズ材料科学	academic	literature	en	nature,journal,commsmat	21600	New research from Communications Materials (Springer Nature RSS).
sci-nature-commsmed	https://www.nature.com/commsmed.rss	rss	8	Communications Medicine	コミュニケーションズ医学	academic	clinical	en	nature,journal,commsmed	21600	New research from Communications Medicine (Springer Nature RSS).
sci-nature-commsphys	https://www.nature.com/commsphys.rss	rss	8	Communications Physics	コミュニケーションズ物理学	academic	literature	en	nature,journal,commsphys	21600	New research from Communications Physics (Springer Nature RSS).
sci-nature-cr	https://www.nature.com/cr.rss	rss	8	Cell Research	セル・リサーチ（細胞研究）	academic	genomics	en	nature,journal,cr	21600	New research from Cell Research (Springer Nature RSS).
sci-nature-ejhg	https://www.nature.com/ejhg.rss	rss	8	European Journal of Human Genetics	欧州ヒト遺伝学ジャーナル	academic	genomics	en	nature,journal,ejhg	21600	New research from European Journal of Human Genetics (Springer Nature RSS).
sci-nature-emm	https://www.nature.com/emm.rss	rss	8	Experimental &amp; Molecular Medicine	実験分子医学	academic	genomics	en	nature,journal,emm	21600	New research from Experimental &amp; Molecular Medicine (Springer Nature RSS).
sci-nature-eye	https://www.nature.com/eye.rss	rss	8	Eye	アイ（眼科学）	academic	clinical	en	nature,journal,eye	21600	New research from Eye (Springer Nature RSS).
sci-nature-gt	https://www.nature.com/gt.rss	rss	8	Gene Therapy	遺伝子治療	academic	genomics	en	nature,journal,gt	21600	New research from Gene Therapy (Springer Nature RSS).
sci-nature-hgv	https://www.nature.com/hgv.rss	rss	8	Human Genome Variation	ヒトゲノム変異	academic	genomics	en	nature,journal,hgv	21600	New research from Human Genome Variation (Springer Nature RSS).
sci-nature-hr	https://www.nature.com/hr.rss	rss	8	Hypertension Research	高血圧研究	academic	clinical	en	nature,journal,hr	21600	New research from Hypertension Research (Springer Nature RSS).
sci-nature-ijo	https://www.nature.com/ijo.rss	rss	8	International Journal of Obesity	国際肥満学ジャーナル	academic	clinical	en	nature,journal,ijo	21600	New research from International Journal of Obesity (Springer Nature RSS).
sci-nature-ijos	https://www.nature.com/ijos.rss	rss	8	International Journal of Oral Science	国際口腔科学ジャーナル	academic	clinical	en	nature,journal,ijos	21600	New research from International Journal of Oral Science (Springer Nature RSS).
sci-nature-ismej	https://www.nature.com/ismej.rss	rss	8	The ISME Journal	ISMEジャーナル（微生物生態学）	academic	genomics	en	nature,journal,ismej	21600	New research from The ISME Journal (Springer Nature RSS).
sci-nature-ja	https://www.nature.com/ja.rss	rss	8	The Journal of Antibiotics	ジャーナル・オブ・アンチバイオティクス（抗生物質）	academic	literature	en	nature,journal,ja	21600	New research from The Journal of Antibiotics (Springer Nature RSS).
sci-nature-jhg	https://www.nature.com/jhg.rss	rss	8	Journal of Human Genetics	人類遺伝学ジャーナル	academic	genomics	en	nature,journal,jhg	21600	New research from Journal of Human Genetics (Springer Nature RSS).
sci-nature-jhh	https://www.nature.com/jhh.rss	rss	8	Journal of Human Hypertension	ヒト高血圧ジャーナル	academic	clinical	en	nature,journal,jhh	21600	New research from Journal of Human Hypertension (Springer Nature RSS).
sci-nature-leu	https://www.nature.com/leu.rss	rss	8	Leukemia	白血病（ロイケミア）	academic	clinical	en	nature,journal,leu	21600	New research from Leukemia (Springer Nature RSS).
sci-nature-lsa	https://www.nature.com/lsa.rss	rss	8	Light: Science &amp; Applications	ライト：サイエンス＆アプリケーションズ（光科学）	academic	physics	en	nature,journal,lsa	21600	New research from Light: Science &amp; Applications (Springer Nature RSS).
sci-nature-micronano	https://www.nature.com/micronano.rss	rss	8	Microsystems &amp; Nanoengineering	マイクロシステムズ＆ナノエンジニアリング	academic	physics	en	nature,journal,micronano	21600	New research from Microsystems &amp; Nanoengineering (Springer Nature RSS).
sci-nature-mp	https://www.nature.com/mp.rss	rss	8	Molecular Psychiatry	分子精神医学	academic	clinical	en	nature,journal,mp	21600	New research from Molecular Psychiatry (Springer Nature RSS).
sci-nature-natastron	https://www.nature.com/natastron.rss	rss	8	Nature Astronomy	ネイチャー天文学	academic	astronomy	en	nature,journal,natastron	21600	New research from Nature Astronomy (Springer Nature RSS).
sci-nature-natcancer	https://www.nature.com/natcancer.rss	rss	8	Nature Cancer	ネイチャーがん研究	academic	literature	en	nature,journal,natcancer	21600	New research from Nature Cancer (Springer Nature RSS).
sci-nature-natcardiovascres	https://www.nature.com/natcardiovascres.rss	rss	8	Nature Cardiovascular Research	ネイチャー循環器研究	academic	literature	en	nature,journal,natcardiovascres	21600	New research from Nature Cardiovascular Research (Springer Nature RSS).
sci-nature-natecolevol	https://www.nature.com/natecolevol.rss	rss	8	Nature Ecology &amp; Evolution	ネイチャー生態学・進化学	academic	literature	en	nature,journal,natecolevol	21600	New research from Nature Ecology &amp; Evolution (Springer Nature RSS).
sci-nature-natfood	https://www.nature.com/natfood.rss	rss	8	Nature Food	ネイチャー食料科学	academic	literature	en	nature,journal,natfood	21600	New research from Nature Food (Springer Nature RSS).
sci-nature-natmachintell	https://www.nature.com/natmachintell.rss	rss	8	Nature Machine Intelligence	ネイチャー機械知能	academic	literature	en	nature,journal,natmachintell	21600	New research from Nature Machine Intelligence (Springer Nature RSS).
sci-nature-natmetab	https://www.nature.com/natmetab.rss	rss	8	Nature Metabolism	ネイチャー代謝学	academic	literature	en	nature,journal,natmetab	21600	New research from Nature Metabolism (Springer Nature RSS).
sci-nature-natrevbioeng	https://www.nature.com/natrevbioeng.rss	rss	8	Nature Reviews Bioengineering	ネイチャーレビュー生物工学	academic	literature	en	nature,journal,natrevbioeng	21600	New research from Nature Reviews Bioengineering (Springer Nature RSS).
sci-nature-natrevchem	https://www.nature.com/natrevchem.rss	rss	8	Nature Reviews Chemistry	ネイチャーレビュー化学	academic	materials	en	nature,journal,natrevchem	21600	New research from Nature Reviews Chemistry (Springer Nature RSS).
sci-nature-natrevearthenviron	https://www.nature.com/natrevearthenviron.rss	rss	8	Nature Reviews Earth &amp; Environment	ネイチャーレビュー地球環境	academic	literature	en	nature,journal,natrevearthenviron	21600	New research from Nature Reviews Earth &amp; Environment (Springer Nature RSS).
sci-nature-natrevmats	https://www.nature.com/natrevmats.rss	rss	8	Nature Reviews Materials	ネイチャーレビュー材料科学	academic	materials	en	nature,journal,natrevmats	21600	New research from Nature Reviews Materials (Springer Nature RSS).
sci-nature-natrevphys	https://www.nature.com/natrevphys.rss	rss	8	Nature Reviews Physics	ネイチャーレビュー物理学	academic	physics	en	nature,journal,natrevphys	21600	New research from Nature Reviews Physics (Springer Nature RSS).
sci-nature-natsynth	https://www.nature.com/natsynth.rss	rss	8	Nature Synthesis	ネイチャー合成化学	academic	materials	en	nature,journal,natsynth	21600	New research from Nature Synthesis (Springer Nature RSS).
sci-nature-natwater	https://www.nature.com/natwater.rss	rss	8	Nature Water	ネイチャー水科学	academic	literature	en	nature,journal,natwater	21600	New research from Nature Water (Springer Nature RSS).
sci-nature-nbt	https://www.nature.com/nbt.rss	rss	8	Nature Biotechnology	ネイチャー・バイオテクノロジー	academic	genomics	en	nature,journal,nbt	21600	New research from Nature Biotechnology (Springer Nature RSS).
sci-nature-nchem	https://www.nature.com/nchem.rss	rss	8	Nature Chemistry	ネイチャー化学	academic	materials	en	nature,journal,nchem	21600	New research from Nature Chemistry (Springer Nature RSS).
sci-nature-nchembio	https://www.nature.com/nchembio.rss	rss	8	Nature Chemical Biology	ネイチャー化学生物学	academic	materials	en	nature,journal,nchembio	21600	New research from Nature Chemical Biology (Springer Nature RSS).
sci-nature-nclimate	https://www.nature.com/nclimate.rss	rss	8	Nature Climate Change	ネイチャー気候変動	academic	literature	en	nature,journal,nclimate	21600	New research from Nature Climate Change (Springer Nature RSS).
sci-nature-ncomms	https://www.nature.com/ncomms.rss	rss	8	Nature Communications	ネイチャー・コミュニケーションズ	academic	literature	en	nature,journal,ncomms	21600	New research from Nature Communications (Springer Nature RSS).
sci-nature-nenergy	https://www.nature.com/nenergy.rss	rss	8	Nature Energy	ネイチャー・エナジー	academic	literature	en	nature,journal,nenergy	21600	New research from Nature Energy (Springer Nature RSS).
sci-nature-neuro	https://www.nature.com/neuro.rss	rss	8	Nature Neuroscience	ネイチャー神経科学	academic	literature	en	nature,journal,neuro	21600	New research from Nature Neuroscience (Springer Nature RSS).
sci-nature-ng	https://www.nature.com/ng.rss	rss	8	Nature Genetics	ネイチャー遺伝学	academic	genomics	en	nature,journal,ng	21600	New research from Nature Genetics (Springer Nature RSS).
sci-nature-ni	https://www.nature.com/ni.rss	rss	8	Nature Immunology	ネイチャー免疫学	academic	genomics	en	nature,journal,ni	21600	New research from Nature Immunology (Springer Nature RSS).
sci-nature-nm	https://www.nature.com/nm.rss	rss	8	Nature Medicine	ネイチャー医学	academic	clinical	en	nature,journal,nm	21600	New research from Nature Medicine (Springer Nature RSS).
sci-nature-nmat	https://www.nature.com/nmat.rss	rss	8	Nature Materials	ネイチャー材料科学	academic	physics	en	nature,journal,nmat	21600	New research from Nature Materials (Springer Nature RSS).
sci-nature-nmeth	https://www.nature.com/nmeth.rss	rss	8	Nature Methods	ネイチャー・メソッズ（実験手法）	academic	genomics	en	nature,journal,nmeth	21600	New research from Nature Methods (Springer Nature RSS).
sci-nature-nmicrobiol	https://www.nature.com/nmicrobiol.rss	rss	8	Nature Microbiology	ネイチャー微生物学	academic	genomics	en	nature,journal,nmicrobiol	21600	New research from Nature Microbiology (Springer Nature RSS).
sci-nature-nnano	https://www.nature.com/nnano.rss	rss	8	Nature Nanotechnology	ネイチャー・ナノテクノロジー	academic	physics	en	nature,journal,nnano	21600	New research from Nature Nanotechnology (Springer Nature RSS).
sci-nature-nphoton	https://www.nature.com/nphoton.rss	rss	8	Nature Photonics	ネイチャー・フォトニクス	academic	physics	en	nature,journal,nphoton	21600	New research from Nature Photonics (Springer Nature RSS).
sci-nature-nphys	https://www.nature.com/nphys.rss	rss	8	Nature Physics	ネイチャー物理学	academic	physics	en	nature,journal,nphys	21600	New research from Nature Physics (Springer Nature RSS).
sci-nature-npj2dmaterials	https://www.nature.com/npj2dmaterials.rss	rss	8	npj 2D Materials and Applications	npj 二次元材料と応用	academic	physics	en	nature,journal,npj2dmaterials	21600	New research from npj 2D Materials and Applications (Springer Nature RSS).
sci-nature-npjacoustics	https://www.nature.com/npjacoustics.rss	rss	8	npj Acoustics	npj 音響学	academic	physics	en	nature,journal,npjacoustics	21600	New research from npj Acoustics (Springer Nature RSS).
sci-nature-npjamd	https://www.nature.com/npjamd.rss	rss	8	npj Aging	npj エイジング（加齢）	academic	literature	en	nature,journal,npjamd	21600	New research from npj Aging (Springer Nature RSS).
sci-nature-npjbcancer	https://www.nature.com/npjbcancer.rss	rss	8	npj Breast Cancer	npj 乳がん	academic	clinical	en	nature,journal,npjbcancer	21600	New research from npj Breast Cancer (Springer Nature RSS).
sci-nature-npjbiofilms	https://www.nature.com/npjbiofilms.rss	rss	8	npj Biofilms and Microbiomes	npj バイオフィルムとマイクロバイオーム	academic	genomics	en	nature,journal,npjbiofilms	21600	New research from npj Biofilms and Microbiomes (Springer Nature RSS).
sci-nature-npjbiosensing	https://www.nature.com/npjbiosensing.rss	rss	8	npj Biosensing	npj バイオセンシング	academic	literature	en	nature,journal,npjbiosensing	21600	New research from npj Biosensing (Springer Nature RSS).
sci-nature-npjcleanwater	https://www.nature.com/npjcleanwater.rss	rss	8	npj Clean Water	npj クリーンウォーター	academic	literature	en	nature,journal,npjcleanwater	21600	New research from npj Clean Water (Springer Nature RSS).
sci-nature-npjclimatsci	https://www.nature.com/npjclimatsci.rss	rss	8	npj Climate and Atmospheric Science	npj 気候・大気科学	academic	literature	en	nature,journal,npjclimatsci	21600	New research from npj Climate and Atmospheric Science (Springer Nature RSS).
sci-nature-npjcompumats	https://www.nature.com/npjcompumats.rss	rss	8	npj Computational Materials	npj 計算材料科学	academic	materials	en	nature,journal,npjcompumats	21600	New research from npj Computational Materials (Springer Nature RSS).
sci-nature-npjdigitalmed	https://www.nature.com/npjdigitalmed.rss	rss	8	npj Digital Medicine	npj デジタル医療	academic	clinical	en	nature,journal,npjdigitalmed	21600	New research from npj Digital Medicine (Springer Nature RSS).
sci-nature-npjgenmed	https://www.nature.com/npjgenmed.rss	rss	8	npj Genomic Medicine	npj ゲノム医療	academic	genomics	en	nature,journal,npjgenmed	21600	New research from npj Genomic Medicine (Springer Nature RSS).
sci-nature-npjimaging	https://www.nature.com/npjimaging.rss	rss	8	npj Imaging	npj イメージング	academic	clinical	en	nature,journal,npjimaging	21600	New research from npj Imaging (Springer Nature RSS).
sci-nature-npjmatsustain	https://www.nature.com/npjmatsustain.rss	rss	8	npj Materials Sustainability	npj 材料サステナビリティ	academic	materials	en	nature,journal,npjmatsustain	21600	New research from npj Materials Sustainability (Springer Nature RSS).
sci-nature-npjmetabhealth	https://www.nature.com/npjmetabhealth.rss	rss	8	npj Metabolic Health and Disease	npj 代謝の健康と疾患	academic	clinical	en	nature,journal,npjmetabhealth	21600	New research from npj Metabolic Health and Disease (Springer Nature RSS).
sci-nature-npjmgrav	https://www.nature.com/npjmgrav.rss	rss	8	npj Microgravity	npj 微小重力	academic	astronomy	en	nature,journal,npjmgrav	21600	New research from npj Microgravity (Springer Nature RSS).
sci-nature-npjnanophoton	https://www.nature.com/npjnanophoton.rss	rss	8	npj Nanophotonics	npj ナノフォトニクス	academic	physics	en	nature,journal,npjnanophoton	21600	New research from npj Nanophotonics (Springer Nature RSS).
sci-nature-npjparkd	https://www.nature.com/npjparkd.rss	rss	8	npj Parkinson&#x27;s Disease	npj パーキンソン病	academic	clinical	en	nature,journal,npjparkd	21600	New research from npj Parkinson&#x27;s Disease (Springer Nature RSS).
sci-nature-npjqi	https://www.nature.com/npjqi.rss	rss	8	npj Quantum Information	npj 量子情報	academic	physics	en	nature,journal,npjqi	21600	New research from npj Quantum Information (Springer Nature RSS).
sci-nature-npjregenmed	https://www.nature.com/npjregenmed.rss	rss	8	npj Regenerative Medicine	npj 再生医療	academic	clinical	en	nature,journal,npjregenmed	21600	New research from npj Regenerative Medicine (Springer Nature RSS).
sci-nature-npjschz	https://www.nature.com/npjschz.rss	rss	8	Schizophrenia	npj 統合失調症	academic	literature	en	nature,journal,npjschz	21600	New research from Schizophrenia (Springer Nature RSS).
sci-nature-npjscifood	https://www.nature.com/npjscifood.rss	rss	8	npj Science of Food	npj 食品科学	academic	literature	en	nature,journal,npjscifood	21600	New research from npj Science of Food (Springer Nature RSS).
sci-nature-npjspintronics	https://www.nature.com/npjspintronics.rss	rss	8	npj Spintronics	npj スピントロニクス	academic	physics	en	nature,journal,npjspintronics	21600	New research from npj Spintronics (Springer Nature RSS).
sci-nature-npjsustainagric	https://www.nature.com/npjsustainagric.rss	rss	8	npj Sustainable Agriculture	npj 持続可能な農業	academic	literature	en	nature,journal,npjsustainagric	21600	New research from npj Sustainable Agriculture (Springer Nature RSS).
sci-nature-npjvaccines	https://www.nature.com/npjvaccines.rss	rss	8	npj Vaccines	npj ワクチン	academic	clinical	en	nature,journal,npjvaccines	21600	New research from npj Vaccines (Springer Nature RSS).
sci-nature-npjviruses	https://www.nature.com/npjviruses.rss	rss	8	npj Viruses	npj ウイルス学	academic	genomics	en	nature,journal,npjviruses	21600	New research from npj Viruses (Springer Nature RSS).
sci-nature-nplants	https://www.nature.com/nplants.rss	rss	8	Nature Plants	ネイチャー植物科学	academic	literature	en	nature,journal,nplants	21600	New research from Nature Plants (Springer Nature RSS).
sci-nature-npp	https://www.nature.com/npp.rss	rss	8	Neuropsychopharmacology	神経精神薬理学	academic	clinical	en	nature,journal,npp	21600	New research from Neuropsychopharmacology (Springer Nature RSS).
sci-nature-nrc	https://www.nature.com/nrc.rss	rss	8	Nature Reviews Cancer	ネイチャーレビューがん研究	academic	literature	en	nature,journal,nrc	21600	New research from Nature Reviews Cancer (Springer Nature RSS).
sci-nature-nrcardio	https://www.nature.com/nrcardio.rss	rss	8	Nature Reviews Cardiology	ネイチャーレビュー循環器学	academic	clinical	en	nature,journal,nrcardio	21600	New research from Nature Reviews Cardiology (Springer Nature RSS).
sci-nature-nrclinonc	https://www.nature.com/nrclinonc.rss	rss	8	Nature Reviews Clinical Oncology	ネイチャーレビュー臨床腫瘍学	academic	clinical	en	nature,journal,nrclinonc	21600	New research from Nature Reviews Clinical Oncology (Springer Nature RSS).
sci-nature-nrd	https://www.nature.com/nrd.rss	rss	8	Nature Reviews Drug Discovery	ネイチャーレビュー創薬	academic	clinical	en	nature,journal,nrd	21600	New research from Nature Reviews Drug Discovery (Springer Nature RSS).
sci-nature-nrendo	https://www.nature.com/nrendo.rss	rss	8	Nature Reviews Endocrinology	ネイチャーレビュー内分泌学	academic	clinical	en	nature,journal,nrendo	21600	New research from Nature Reviews Endocrinology (Springer Nature RSS).
sci-nature-nrg	https://www.nature.com/nrg.rss	rss	8	Nature Reviews Genetics	ネイチャーレビュー遺伝学	academic	genomics	en	nature,journal,nrg	21600	New research from Nature Reviews Genetics (Springer Nature RSS).
sci-nature-nrgastro	https://www.nature.com/nrgastro.rss	rss	8	Nature Reviews Gastroenterology &amp; Hepatology	ネイチャーレビュー消化器・肝臓学	academic	clinical	en	nature,journal,nrgastro	21600	New research from Nature Reviews Gastroenterology &amp; Hepatology (Springer Nature RSS).
sci-nature-nri	https://www.nature.com/nri.rss	rss	8	Nature Reviews Immunology	ネイチャーレビュー免疫学	academic	genomics	en	nature,journal,nri	21600	New research from Nature Reviews Immunology (Springer Nature RSS).
sci-nature-nrm	https://www.nature.com/nrm.rss	rss	8	Nature Reviews Molecular Cell Biology	ネイチャーレビュー分子細胞生物学	academic	genomics	en	nature,journal,nrm	21600	New research from Nature Reviews Molecular Cell Biology (Springer Nature RSS).
sci-nature-nrmicro	https://www.nature.com/nrmicro.rss	rss	8	Nature Reviews Microbiology	ネイチャーレビュー微生物学	academic	genomics	en	nature,journal,nrmicro	21600	New research from Nature Reviews Microbiology (Springer Nature RSS).
sci-nature-nrn	https://www.nature.com/nrn.rss	rss	8	Nature Reviews Neuroscience	ネイチャーレビュー神経科学	academic	literature	en	nature,journal,nrn	21600	New research from Nature Reviews Neuroscience (Springer Nature RSS).
sci-nature-nrneph	https://www.nature.com/nrneph.rss	rss	8	Nature Reviews Nephrology	ネイチャーレビュー腎臓学	academic	clinical	en	nature,journal,nrneph	21600	New research from Nature Reviews Nephrology (Springer Nature RSS).
sci-nature-nrpsychol	https://www.nature.com/nrpsychol.rss	rss	8	Nature Reviews Psychology	ネイチャーレビュー心理学	academic	literature	en	nature,journal,nrpsychol	21600	New research from Nature Reviews Psychology (Springer Nature RSS).
sci-nature-nrrheum	https://www.nature.com/nrrheum.rss	rss	8	Nature Reviews Rheumatology	ネイチャーレビューリウマチ学	academic	clinical	en	nature,journal,nrrheum	21600	New research from Nature Reviews Rheumatology (Springer Nature RSS).
sci-nature-nrurol	https://www.nature.com/nrurol.rss	rss	8	Nature Reviews Urology	ネイチャーレビュー泌尿器科学	academic	clinical	en	nature,journal,nrurol	21600	New research from Nature Reviews Urology (Springer Nature RSS).
sci-nature-nsmb	https://www.nature.com/nsmb.rss	rss	8	Nature Structural &amp; Molecular Biology	ネイチャー構造・分子生物学	academic	genomics	en	nature,journal,nsmb	21600	New research from Nature Structural &amp; Molecular Biology (Springer Nature RSS).
sci-nature-nutd	https://www.nature.com/nutd.rss	rss	8	Nutrition &amp; Diabetes	栄養と糖尿病	academic	clinical	en	nature,journal,nutd	21600	New research from Nutrition &amp; Diabetes (Springer Nature RSS).
sci-nature-onc	https://www.nature.com/onc.rss	rss	8	Oncogene	オンコジーン（がん遺伝子）	academic	genomics	en	nature,journal,onc	21600	New research from Oncogene (Springer Nature RSS).
sci-nature-pcan	https://www.nature.com/pcan.rss	rss	8	Prostate Cancer and Prostatic Diseases	前立腺がん・前立腺疾患	academic	clinical	en	nature,journal,pcan	21600	New research from Prostate Cancer and Prostatic Diseases (Springer Nature RSS).
sci-nature-sdata	https://www.nature.com/sdata.rss	rss	8	Scientific Data	サイエンティフィック・データ	academic	literature	en	nature,journal,sdata	21600	New research from Scientific Data (Springer Nature RSS).
